File Offset (s)	duration (s)	Begin File	uniqID	Tag1	Tag2
76288.0272	3.286	nn02d_20180314_000000.wav	nn02d_233	1	
83592.6171	6.835	nn02d_20180314_000000.wav	nn02d_234	1	h
63544.1119	5.009	nn08b_20180817_000000.wav	nn08b_549	1	
67471.1614	3.475	nn08b_20180817_000000.wav	nn08b_550	1	
67856.1986	3.271	nn08b_20180817_000000.wav	nn08b_551	1	
68189.3134	5.059	nn08b_20180817_000000.wav	nn08b_552	1	
68258.2743	2.35	nn08b_20180817_000000.wav	nn08b_553	1	
68462.6344	6.592	nn08b_20180817_000000.wav	nn08b_554	1	
68613.1424	3.271	nn08b_20180817_000000.wav	nn08b_555	1	
68989.203	1.936	nn08b_20180817_000000.wav	_1188	1	
69054.8902	2.045	nn08b_20180817_000000.wav	nn08b_556	1	
69240.6564	2.964	nn08b_20180817_000000.wav	nn08b_557	1	
69244.6427	2.76	nn08b_20180817_000000.wav	nn08b_558	1	
69253.842	2.147	nn08b_20180817_000000.wav	nn08b_559	1	
69264.2168	6.286	nn08b_20180817_000000.wav	nn08b_560	1	h
69270.503	2.76	nn08b_20180817_000000.wav	nn08b_561	1	h
69272.8539	3.833	nn08b_20180817_000000.wav	nn08b_562	1	
69276.5336	4.395	nn08b_20180817_000000.wav	nn08b_563	1	h
69289.4098	4.293	nn08b_20180817_000000.wav	nn08b_564	1	
69293.805	3.22	nn08b_20180817_000000.wav	nn08b_565	1	
69310.3638	2.862	nn08b_20180817_000000.wav	nn08b_566	1	
69382.422	3.322	nn08b_20180817_000000.wav	nn08b_567	1	
69652.867	2.607	nn08b_20180817_000000.wav	nn08b_568	1	
69679.9027	2.504	nn08b_20180817_000000.wav	nn08b_569	1	
69764.6636	3.782	nn08b_20180817_000000.wav	nn08b_570	1	
69870.2484	2.708	nn08b_20180817_000000.wav	nn08b_571	1	
69873.8806	2.239	nn08b_20180817_000000.wav	nn08b_572	1	
69929.9386	2.095	nn08b_20180817_000000.wav	nn08b_573	1	
70168.5639	3.935	nn08b_20180817_000000.wav	nn08b_574	1	
70175.4122	4.498	nn08b_20180817_000000.wav	nn08b_575	1	
70180.4239	6.184	nn08b_20180817_000000.wav	nn08b_576	1	
70181.2927	3.986	nn08b_20180817_000000.wav	nn08b_577	1	
70183.5925	2.913	nn08b_20180817_000000.wav	nn08b_578	1	
70193.9161	5.469	nn08b_20180817_000000.wav	nn08b_579	1	
70203.9582	3.527	nn08b_20180817_000000.wav	nn08b_580	1	
70209.5289	5.111	nn08b_20180817_000000.wav	nn08b_581	1	h
70216.0706	3.168	nn08b_20180817_000000.wav	nn08b_582	1	
70220.3125	5.162	nn08b_20180817_000000.wav	nn08b_583	1	
70228.183	2.556	nn08b_20180817_000000.wav	nn08b_584	1	h
70229.9208	4.651	nn08b_20180817_000000.wav	nn08b_585	1	
70267.7403	3.935	nn08b_20180817_000000.wav	nn08b_586	1	
70285.4745	2.862	nn08b_20180817_000000.wav	nn08b_587	1	h
70324.5716	4.395	nn08b_20180817_000000.wav	nn08b_588	1	h
70425.71	3.016	nn08b_20180817_000000.wav	nn08b_589	1	
70460.3066	2.657	nn08b_20180817_000000.wav	nn08b_590	1	
70476.9676	5.162	nn08b_20180817_000000.wav	nn08b_591	1	
70482.896	3.833	nn08b_20180817_000000.wav	nn08b_592	1	
70485.3759	2.036	nn08b_20180817_000000.wav	nn08b_593	1	
70486.7969	1.749	nn08b_20180817_000000.wav	nn08b_1187	1	
70491.5842	3.22	nn08b_20180817_000000.wav	nn08b_594	1	h
70493.5775	3.935	nn08b_20180817_000000.wav	nn08b_595	1	h
70498.992	3.118	nn08b_20180817_000000.wav	nn08b_596	1	h
70505.4315	3.782	nn08b_20180817_000000.wav	nn08b_597	1	
70516.675	5.162	nn08b_20180817_000000.wav	nn08b_598	1	
70536.2491	3.731	nn08b_20180817_000000.wav	nn08b_599	1	
70644.3351	4.14	nn08b_20180817_000000.wav	nn08b_600	1	
70646.8905	3.22	nn08b_20180817_000000.wav	nn08b_601	1	
70719.556	4.344	nn08b_20180817_000000.wav	nn08b_602	1	
70743.8321	4.14	nn08b_20180817_000000.wav	nn08b_603	1	
70922.1396	3.731	nn08b_20180817_000000.wav	nn08b_604	1	
71070.1854	2.504	nn08b_20180817_000000.wav	nn08b_605	1	
71170.1932	4.498	nn08b_20180817_000000.wav	nn08b_606	1	
71427.4105	4.957	nn08b_20180817_000000.wav	nn08b_607	1	
71535.241	2.658	nn08b_20180817_000000.wav	nn08b_608	1	
71539.2785	3.168	nn08b_20180817_000000.wav	nn08b_609	1	
71544.0315	3.526	nn08b_20180817_000000.wav	nn08b_610	1	
71552.6686	3.271	nn08b_20180817_000000.wav	nn08b_611	1	
71554.8151	2.198	nn08b_20180817_000000.wav	nn08b_612	1	
71571.0671	3.987	nn08b_20180817_000000.wav	nn08b_613	1	
71590.7406	7.819	nn08b_20180817_000000.wav	nn08b_614	1	
71647.9267	4.446	nn08b_20180817_000000.wav	nn08b_615	1	
71708.6392	3.425	nn08b_20180817_000000.wav	nn08b_616	1	
71714.0055	3.782	nn08b_20180817_000000.wav	nn08b_617	1	h
71729.2865	2.708	nn08b_20180817_000000.wav	nn08b_618	1	
71788.7214	4.242	nn08b_20180817_000000.wav	nn08b_619	1	
72050.8899	6.235	nn08b_20180817_000000.wav	nn08b_620	1	
72132.0935	4.957	nn08b_20180817_000000.wav	nn08b_621	1	
72159.3847	3.986	nn08b_20180817_000000.wav	nn08b_622	1	
72176.0196	3.424	nn08b_20180817_000000.wav	nn08b_623	1	
72316.8715	4.906	nn08b_20180817_000000.wav	nn08b_624	1	
72326.0707	4.548	nn08b_20180817_000000.wav	nn08b_625	1	
72342.0674	5.008	nn08b_20180817_000000.wav	nn08b_626	1	
72455.3152	4.651	nn08b_20180817_000000.wav	nn08b_627	1	
72486.6921	5.418	nn08b_20180817_000000.wav	nn08b_628	1	
72506.164	4.038	nn08b_20180817_000000.wav	nn08b_629	1	
72547.1491	3.629	nn08b_20180817_000000.wav	nn08b_630	1	h
72551.6465	4.753	nn08b_20180817_000000.wav	nn08b_631	1	h
72586.4506	4.242	nn08b_20180817_000000.wav	nn08b_632	1	
72605.4085	4.753	nn08b_20180817_000000.wav	nn08b_633	1	
72611.6946	4.753	nn08b_20180817_000000.wav	nn08b_634	1	
72686.5639	1.789	nn08b_20180817_000000.wav	nn08b_635	1	
64410.1	6.714	nn08b_20181005_000000.wav	nn08b_720	1	h
64428.7549	2.269	nn08b_20181005_000000.wav	nn08b_721	1	
64431.9906	1.12	nn08b_20181005_000000.wav	nn08b_722	1	
64434.9931	1.119	nn08b_20181005_000000.wav	nn08b_723	1	
64437.9448	1.883	nn08b_20181005_000000.wav	nn08b_724	1	
64441.1	1.577	nn08b_20181005_000000.wav	nn08b_725	1	
64444.0516	1.934	nn08b_20181005_000000.wav	nn08b_726	1	
64447.156	3.054	nn08b_20181005_000000.wav	nn08b_727	1	
64459.0358	2.748	nn08b_20181005_000000.wav	nn08b_728	1	h
64462.8235	2.878	nn08b_20181005_000000.wav	nn08b_729	1	
64464.7864	1.374	nn08b_20181005_000000.wav	nn08b_730	1	
64466.9748	3.257	nn08b_20181005_000000.wav	nn08b_731	1	
64477.5422	2.778	nn08b_20181005_000000.wav	nn08b_732	1	
64527.2225	6.218	nn08b_20181005_000000.wav	nn08b_733	1	h
64554.1795	2.613	nn08b_20181005_000000.wav	nn08b_734	1	
65849.1834	3.964	nn01c_20180809_000000.wav	nn01c_123	1	
19084.2524	6.646	nn01d_20180319_000000.wav	nn01d_126	1	
19291.116	5.248	nn01d_20180319_000000.wav	nn01d_127	1	
67413.6659	4.833	nn01d_20180319_000000.wav	nn01d_128	1	
67420.0473	4.116	nn01d_20180319_000000.wav	nn01d_129	1	
68459.5839	5.128	nn08b_20180512_000000.wav	nn08b_520	1	h
68629.7564	4.191	nn08b_20180512_000000.wav	nn08b_521	1	h
68714.2337	4.701	nn08b_20180512_000000.wav	nn08b_522	1	
69808.9048	4.088	nn08b_20180512_000000.wav	nn08b_523	1	
69812.7378	5.928	nn08b_20180512_000000.wav	nn08b_524	1	h
69849.3277	4.344	nn08b_20180512_000000.wav	nn08b_525	1	
69857.4538	5.008	nn08b_20180512_000000.wav	nn08b_526	1	
69886.5587	5.877	nn08b_20180512_000000.wav	nn08b_527	1	
70291.6746	2.915	nn08b_20180512_000000.wav	_1186	1	
70310.888	3.986	nn08b_20180512_000000.wav	nn08b_528	1	
3701.7054	3.804	nn08b_20180415_000000.wav	nn08b_508	1	
3718.7267	3.209	nn08b_20180415_000000.wav	nn08b_509	1	
78086.7856	7.012	nn08b_20180415_000000.wav	nn08b_510	1	h
78102.629	3.969	nn08b_20180415_000000.wav	nn08b_511	1	
78167.0614	8.6	nn08b_20180415_000000.wav	nn08b_512	1	h
78416.1625	6.45	nn08b_20180415_000000.wav	nn08b_513	1	h
78492.0029	7.806	nn08b_20180415_000000.wav	nn08b_514	1	h
78585.3736	6.417	nn08b_20180415_000000.wav	nn08b_515	1	
78658.7965	5.789	nn08b_20180415_000000.wav	nn08b_516	1	
78717.5097	4.631	nn08b_20180415_000000.wav	nn08b_517	1	
78780.7812	7.211	nn08b_20180415_000000.wav	nn08b_518	1	
78886.4563	5.524	nn08b_20180415_000000.wav	nn08b_519	1	
3966.4223	10.937	nn09c_20180513_000000.wav	nn09c_1075	1	h
3984.3099	6.031	nn09c_20180513_000000.wav	nn09c_1076	1	h
3995.2979	5.009	nn09c_20180513_000000.wav	nn09c_1077	1	h
5017.5451	8.535	nn09c_20180513_000000.wav	nn09c_1078	1	
5127.4771	4.139	nn09c_20180513_000000.wav	nn09c_1079	1	h
5137.1875	5.928	nn09c_20180513_000000.wav	nn09c_1080	1	h
5147.7666	6.389	nn09c_20180513_000000.wav	nn09c_1081	1	h
5158.1414	2.146	nn09c_20180513_000000.wav	nn09c_1082	1	
5159.5214	5.673	nn09c_20180513_000000.wav	nn09c_1083	1	
5171.3753	7.001	nn09c_20180513_000000.wav	nn09c_1084	1	h
5720.9783	6.695	nn09c_20180513_000000.wav	nn09c_1085	1	
5733.5506	7.002	nn09c_20180513_000000.wav	nn09c_1086	1	h
5752.6647	6.082	nn09c_20180513_000000.wav	nn09c_1087	1	
23182.153	3.628	nn09c_20180513_000000.wav	nn09c_1088	1	
23345.2105	5.468	nn09c_20180513_000000.wav	nn09c_1089	1	
30227.0084	5.928	nn09c_20180513_000000.wav	nn09c_1090	1	
31520.9906	2.3	nn09c_20180513_000000.wav	nn09c_1091	1	
31529.0145	2.709	nn09c_20180513_000000.wav	nn09c_1092	1	
31534.2274	2.146	nn09c_20180513_000000.wav	nn09c_1093	1	
31542.9667	2.607	nn09c_20180513_000000.wav	nn09c_1094	1	h
4181.4309	4.701	nn08c_20181009_000000.wav	nn08c_911	1	
4540.2527	5.52	nn08c_20181009_000000.wav	nn08c_912	1	h
5295.5598	4.089	nn08c_20181009_000000.wav	nn08c_913	1	
5302.2548	3.016	nn08c_20181009_000000.wav	nn08c_914	1	
5306.8005	2.096	nn08c_20181009_000000.wav	nn08c_915	1	h
5309.5603	4.6	nn08c_20181009_000000.wav	nn08c_916	1	h
5855.7931	4.599	nn08c_20181009_000000.wav	nn08c_917	1	
5891.9259	6.03	nn08c_20181009_000000.wav	nn08c_918	1	h
6319.2256	4.344	nn08c_20181009_000000.wav	nn08c_919	1	h
6514.4529	2.044	nn08c_20181009_000000.wav	nn08c_920	1	
6534.3336	2.351	nn08c_20181009_000000.wav	nn08c_921	1	h
6609.4584	2.709	nn08c_20181009_000000.wav	nn08c_922	1	
10034.0515	3.856	nn08c_20181009_000000.wav	nn08c_923	1	
84539.4052	4.497	nn08c_20181009_000000.wav	nn08c_924	1	
85222.2574	6.036	nn08c_20181009_000000.wav	nn08c_1194	1	
5622.9788	5.213	nn09c_20180315_000000.wav	nn09c_1030	1	
5626.2496	3.475	nn09c_20180315_000000.wav	nn09c_1031	1	
12140.1797	6.286	nn09c_20180315_000000.wav	nn09c_1032	1	
12152.3944	2.657	nn09c_20180315_000000.wav	nn09c_1033	1	
12857.1624	3.424	nn09c_20180315_000000.wav	nn09c_1034	1	
12859.82	2.658	nn09c_20180315_000000.wav	nn09c_1035	1	
12883.9937	3.373	nn09c_20180315_000000.wav	nn09c_1036	1	
12892.733	3.936	nn09c_20180315_000000.wav	nn09c_1037	1	
15013.5279	3.987	nn09c_20180315_000000.wav	nn09c_1038	1	
15078.5364	5.979	nn09c_20180315_000000.wav	nn09c_1039	1	
15082.3184	4.088	nn09c_20180315_000000.wav	nn09c_1040	1	
15152.7924	3.526	nn09c_20180315_000000.wav	nn09c_1041	1	
21428.6611	2.76	nn09c_20180315_000000.wav	nn09c_1042	1	
28260.2636	2.845	nn01c_20180417_000000.wav	nn01c_19	1	
28479.4127	3.837	nn01c_20180417_000000.wav	nn01c_20	1	
28485.664	3.671	nn01c_20180417_000000.wav	nn01c_21	1	
28567.8551	2.58	nn01c_20180417_000000.wav	nn01c_22	1	
28673.1696	7.575	nn01c_20180417_000000.wav	nn01c_23	1	
28706.789	6.846	nn01c_20180417_000000.wav	nn01c_24	1	
28741.618	5.06	nn01c_20180417_000000.wav	nn01c_25	1	
28885.4961	3.307	nn01c_20180417_000000.wav	nn01c_26	1	
28899.9504	3.804	nn01c_20180417_000000.wav	nn01c_27	1	
28916.2238	4.896	nn01c_20180417_000000.wav	nn01c_28	1	
28949.9584	5.292	nn01c_20180417_000000.wav	nn01c_29	1	
72984.1932	4.564	nn01c_20180417_000000.wav	nn01c_30	1	
73006.685	9.856	nn01c_20180417_000000.wav	nn01c_31	1	h
73179.8051	5.953	nn01c_20180417_000000.wav	nn01c_32	1	
73561.3376	3.44	nn01c_20180417_000000.wav	nn01c_33	1	
75065.0341	4.696	nn01c_20180417_000000.wav	nn01c_34	1	
75930.3345	3.705	nn01c_20180417_000000.wav	nn01c_35	1	
77337.7536	5.557	nn01c_20180417_000000.wav	nn01c_36	1	
79614.7437	4.829	nn01c_20180417_000000.wav	nn01c_37	1	
73340.8016	3.526	nn08c_20180506_000000.wav	nn08c_833	1	
73346.2701	3.798	nn08c_20180506_000000.wav	nn08c_834	1	
73350.2832	2.968	nn08c_20180506_000000.wav	nn08c_835	1	
85207.3991	5.366	nn08c_20180506_000000.wav	nn08c_836	1	
85210.0056	6.644	nn08c_20180506_000000.wav	nn08c_837	1	
85367.1577	6.235	nn08c_20180506_000000.wav	nn08c_838	1	h
85413.0521	5.111	nn08c_20180506_000000.wav	nn08c_839	1	h
85417.4472	2.607	nn08c_20180506_000000.wav	nn08c_840	1	h
85947.1664	1.585	nn08c_20180506_000000.wav	nn08c_841	1	h
85949.5684	2.045	nn08c_20180506_000000.wav	nn08c_842	1	h
85952.5326	1.482	nn08c_20180506_000000.wav	nn08c_843	1	
86208.0667	7.666	nn08c_20180506_000000.wav	nn08c_844	1	
86219.2081	4.498	nn08c_20180506_000000.wav	nn08c_845	1	
86231.7294	4.345	nn08c_20180506_000000.wav	nn08c_846	1	
86243.8418	7.717	nn08c_20180506_000000.wav	nn08c_847	1	
86299.9066	3.424	nn08c_20180506_000000.wav	nn08c_848	1	
76772.5272	6.643999999	nn02d_20181211_000000.wav	nn02d_432	1	h
83982.077	3.271	nn02d_20181211_000000.wav	nn02d_433	1	
83987.6166	5.673	nn02d_20181211_000000.wav	nn02d_434	1	
84023.951	4.702000001	nn02d_20181211_000000.wav	nn02d_435	1	
84089.0076	7.666	nn02d_20181211_000000.wav	nn02d_436	1	
84129.0217	3.884	nn02d_20181211_000000.wav	nn02d_437	1	
84648.4605	3.322000001	nn02d_20181211_000000.wav	nn02d_438	1	
85462.592	4.089000001	nn02d_20181211_000000.wav	nn02d_439	1	
85755.1153	2.606000001	nn02d_20181211_000000.wav	nn02d_440	1	
85760.0728	7.001999999	nn02d_20181211_000000.wav	nn02d_441	1	
82976.8685	7.477	nn01d_20181115_000000.wav	nn01d_188	1	
82985.8175	5.815	nn01d_20181115_000000.wav	nn01d_189	1	
85468.886	4.089	nn08b_20180711_000000.wav	nn08b_536	1	
85471.9012	2.607	nn08b_20180711_000000.wav	nn08b_537	1	
85476.7054	2.453000001	nn08b_20180711_000000.wav	nn08b_538	1	
85481.9184	5.672	nn08b_20180711_000000.wav	nn08b_539	1	
85485.4449	2.402000001	nn08b_20180711_000000.wav	nn08b_540	1	
85490.3511	2.147	nn08b_20180711_000000.wav	nn08b_541	1	
85500.4193	2.914	nn08b_20180711_000000.wav	nn08b_542	1	
85506.3987	2.504	nn08b_20180711_000000.wav	nn08b_543	1	
85513.656	3.067	nn08b_20180711_000000.wav	nn08b_544	1	
85528.3749	2.811	nn08b_20180711_000000.wav	nn08b_545	1	
85550.3993	3.169000001	nn08b_20180711_000000.wav	nn08b_546	1	
85559.3941	2.453000001	nn08b_20180711_000000.wav	nn08b_547	1	
85585.9699	3.015	nn08b_20180711_000000.wav	nn08b_548	1	
9355.267	4.702000001	nn08c_20180616_000000.wav	nn08c_849	1	
9486.3001	4.395	nn08c_20180616_000000.wav	nn08c_850	1	
9494.7327	3.935000001	nn08c_20180616_000000.wav	nn08c_851	1	
9539.551	3.373000001	nn08c_20180616_000000.wav	nn08c_852	1	
9544.6617	4.547999999	nn08c_20180616_000000.wav	nn08c_853	1	h
9550.5901	5.775	nn08c_20180616_000000.wav	nn08c_854	1	h
9562.6514	1.737000001	nn08c_20180616_000000.wav	nn08c_855	1	
9600.1612	5.571	nn08c_20180616_000000.wav	nn08c_856	1	
9667.5178	2.76	nn08c_20180616_000000.wav	nn08c_857	1	
9674.2128	3.526	nn08c_20180616_000000.wav	nn08c_858	1	
9685.2519	3.526	nn08c_20180616_000000.wav	nn08c_859	1	
9697.3643	3.68	nn08c_20180616_000000.wav	nn08c_860	1	
9709.6271	2.811	nn08c_20180616_000000.wav	nn08c_861	1	
9738.4516	6.694999999	nn08c_20180616_000000.wav	nn08c_862	1	
9779.5901	3.782000001	nn08c_20180616_000000.wav	nn08c_863	1	
9819.5049	4.344000001	nn08c_20180616_000000.wav	nn08c_864	1	
10094.7629	5.264	nn08c_20180616_000000.wav	nn08c_865	1	
10171.8327	3.424	nn08c_20180616_000000.wav	nn08c_866	1	
11051.3762	2.862	nn08c_20180616_000000.wav	nn08c_867	1	
10651.6706	3.271	nn08b_20180912_000000.wav	nn08b_636	1	
10759.7085	2.402	nn08b_20180912_000000.wav	nn08b_637	1	
11111.2191	2.505	nn08b_20180912_000000.wav	nn08b_638	1	
11114.8478	3.373000001	nn08b_20180912_000000.wav	nn08b_639	1	
11120.8273	4.344	nn08b_20180912_000000.wav	nn08b_640	1	
13033.3981	3.476000001	nn08b_20180912_000000.wav	nn08b_641	1	
13176.2401	3.425	nn08b_20180912_000000.wav	nn08b_642	1	
13203.3271	3.169	nn08b_20180912_000000.wav	nn08b_643	1	
13242.3219	3.782	nn08b_20180912_000000.wav	nn08b_644	1	
13270.428	4.907000001	nn08b_20180912_000000.wav	nn08b_645	1	
13304.9765	3.066	nn08b_20180912_000000.wav	nn08b_646	1	
13329.914	3.118	nn08b_20180912_000000.wav	nn08b_647	1	
13371.2848	3.935000001	nn08b_20180912_000000.wav	nn08b_648	1	
13387.0258	3.424	nn08b_20180912_000000.wav	nn08b_649	1	
13393.363	3.731	nn08b_20180912_000000.wav	nn08b_650	1	
13402.3067	3.526	nn08b_20180912_000000.wav	nn08b_651	1	h
13419.4278	3.527000001	nn08b_20180912_000000.wav	nn08b_652	1	h
13434.6579	3.936	nn08b_20180912_000000.wav	nn08b_653	1	h
13449.3767	3.884000001	nn08b_20180912_000000.wav	nn08b_654	1	h
13467.571	3.067	nn08b_20180912_000000.wav	nn08b_655	1	h
13473.3461	2.965	nn08b_20180912_000000.wav	nn08b_656	1	h
13478.7124	3.884000001	nn08b_20180912_000000.wav	nn08b_657	1	h
13486.5319	3.527	nn08b_20180912_000000.wav	nn08b_658	1	h
13510.0922	2.555000001	nn08b_20180912_000000.wav	nn08b_659	1	
13514.9986	2.709	nn08b_20180912_000000.wav	nn08b_660	1	h
13528.3376	3.475000001	nn08b_20180912_000000.wav	nn08b_661	1	
13534.6749	3.016	nn08b_20180912_000000.wav	nn08b_662	1	
13557.2614	3.833	nn08b_20180912_000000.wav	nn08b_663	1	
13569.4249	3.067	nn08b_20180912_000000.wav	nn08b_664	1	
13587.0058	3.118	nn08b_20180912_000000.wav	nn08b_665	1	
13601.4691	3.067	nn08b_20180912_000000.wav	nn08b_666	1	
13611.5855	4.14	nn08b_20180912_000000.wav	nn08b_667	1	
13627.4287	2.044	nn08b_20180912_000000.wav	nn08b_668	1	
13640.8189	1.585	nn08b_20180912_000000.wav	nn08b_669	1	
13647.6161	4.14	nn08b_20180912_000000.wav	nn08b_670	1	
13657.6843	2.197	nn08b_20180912_000000.wav	nn08b_671	1	
13665.2129	3.559	nn08b_20180912_000000.wav	nn08b_672	1	
13677.6131	3.629	nn08b_20180912_000000.wav	nn08b_673	1	
13684.8704	3.373000001	nn08b_20180912_000000.wav	nn08b_674	1	
13698.8738	3.527	nn08b_20180912_000000.wav	nn08b_675	1	
13706.0799	2.351	nn08b_20180912_000000.wav	nn08b_676	1	
13720.8499	4.447	nn08b_20180912_000000.wav	nn08b_677	1	
13732.0906	2.198	nn08b_20180912_000000.wav	nn08b_678	1	
13743.5386	2.044	nn08b_20180912_000000.wav	nn08b_679	1	
13749.0581	2.914	nn08b_20180912_000000.wav	nn08b_680	1	
13759.0241	2.658	nn08b_20180912_000000.wav	nn08b_681	1	
13767.4056	3.373000001	nn08b_20180912_000000.wav	nn08b_682	1	
13776.3494	3.884	nn08b_20180912_000000.wav	nn08b_683	1	
13783.3681	3.322	nn08b_20180912_000000.wav	nn08b_684	1	
13794.8134	3.168000001	nn08b_20180912_000000.wav	nn08b_685	1	
13810.5544	2.862	nn08b_20180912_000000.wav	nn08b_686	1	
13817.3516	3.577	nn08b_20180912_000000.wav	nn08b_687	1	
13829.6174	3.628	nn08b_20180912_000000.wav	nn08b_688	1	
13839.4299	1.789	nn08b_20180912_000000.wav	nn08b_689	1	
13849.1574	2.248	nn08b_20180912_000000.wav	nn08b_690	1	
13858.535	3.169000001	nn08b_20180912_000000.wav	nn08b_691	1	
13870.3407	3.271	nn08b_20180912_000000.wav	nn08b_692	1	
13880.5111	2.658	nn08b_20180912_000000.wav	nn08b_693	1	
13887.3084	3.731000001	nn08b_20180912_000000.wav	nn08b_694	1	
13904.1226	2.658	nn08b_20180912_000000.wav	nn08b_695	1	
13927.9387	2.658000001	nn08b_20180912_000000.wav	nn08b_696	1	
13936.0647	3.782000001	nn08b_20180912_000000.wav	nn08b_697	1	h
13951.2436	2.146	nn08b_20180912_000000.wav	nn08b_698	1	
13956.5078	2.096	nn08b_20180912_000000.wav	nn08b_699	1	
13966.6269	4.293000001	nn08b_20180912_000000.wav	nn08b_700	1	
13984.1539	2.913	nn08b_20180912_000000.wav	nn08b_701	1	
13989.7245	2.913	nn08b_20180912_000000.wav	nn08b_702	1	h
14003.779	3.118	nn08b_20180912_000000.wav	nn08b_703	1	
14054.5768	2.709	nn08b_20180912_000000.wav	nn08b_704	1	
14066.5869	4.089000001	nn08b_20180912_000000.wav	nn08b_705	1	
14088.3928	3.169000001	nn08b_20180912_000000.wav	nn08b_706	1	h
14105.4596	3.015	nn08b_20180912_000000.wav	nn08b_707	1	h
14119.3098	3.475	nn08b_20180912_000000.wav	nn08b_708	1	
14131.1666	3.271000001	nn08b_20180912_000000.wav	nn08b_709	1	
14143.3301	3.680000001	nn08b_20180912_000000.wav	nn08b_710	1	
14177.3135	3.731000001	nn08b_20180912_000000.wav	nn08b_711	1	
14199.443	3.936	nn08b_20180912_000000.wav	nn08b_712	1	
14208.54	5.213	nn08b_20180912_000000.wav	nn08b_713	1	h
14227.2966	3.935000001	nn08b_20180912_000000.wav	nn08b_714	1	
14245.7464	1.737	nn08b_20180912_000000.wav	nn08b_715	1	
14254.9968	2.351	nn08b_20180912_000000.wav	nn08b_716	1	
14269.2046	3.424	nn08b_20180912_000000.wav	nn08b_717	1	
14299.5112	2.351	nn08b_20180912_000000.wav	nn08b_718	1	
14325.9849	2.505	nn08b_20180912_000000.wav	nn08b_719	1	
21333.4372	4.531	nn02d_20180414_000000.wav	nn02d_235	1	
21699.1334	3.7	nn02d_20180414_000000.wav	nn02d_236	1	
21874.0329	3.625	nn02d_20180414_000000.wav	nn02d_237	1	
23343.0468	5.287	nn02d_20180414_000000.wav	nn02d_238	1	h
23357.3575	4.304	nn02d_20180414_000000.wav	nn02d_239	1	h
23368.0058	3.361	nn02d_20180414_000000.wav	nn02d_240	1	h
23577.1158	4.418	nn02d_20180414_000000.wav	nn02d_241	1	h
23674.0415	6.041	nn02d_20180414_000000.wav	nn02d_242	1	h
24366.0567	7.476	nn02d_20180414_000000.wav	nn02d_243	1	h
26459.4427	2.605	nn02d_20180414_000000.wav	nn02d_244	1	h
26787.676	5.853	nn02d_20180414_000000.wav	nn02d_245	1	h
27011.2792	6.305	nn02d_20180414_000000.wav	nn02d_246	1	h
27763.1595	4.002	nn02d_20180414_000000.wav	nn02d_247	1	h
21623.4859	6.541	nn09c_20181130_000000.wav	nn09c_1116	1	h
21650.7431	3.68	nn09c_20181130_000000.wav	nn09c_1117	1	h
22595.6107	6.49	nn09c_20181130_000000.wav	nn09c_1118	1	h
23092.4243	5.315	nn09c_20181130_000000.wav	nn09c_1119	1	h
23112.1999	8.636999999	nn09c_20181130_000000.wav	nn09c_1120	1	
23222.4664	6.132999999	nn09c_20181130_000000.wav	nn09c_1121	1	h
23425.2575	6.950999999	nn09c_20181130_000000.wav	nn09c_1122	1	h
24144.4641	5.571	nn09c_20181130_000000.wav	nn09c_1123	1	
24635.521	5.263	nn09c_20181130_000000.wav	nn09c_1124	1	
24650.7509	6.029999999	nn09c_20181130_000000.wav	nn09c_1125	1	
27283.1246	4.038	nn09c_20181130_000000.wav	nn09c_1126	1	
27668.7781	5.876999999	nn09c_20181130_000000.wav	nn09c_1127	1	
29089.6536	4.958	nn09c_20181130_000000.wav	nn09c_1128	1	h
30531.5438	2.402	nn09c_20181130_000000.wav	nn09c_1129	1	h
30682.5632	6.081999999	nn09c_20181130_000000.wav	nn09c_1130	1	h
31127.3138	9.761000001	nn09c_20181130_000000.wav	nn09c_1131	1	h
24085.6519	6.95	nn09c_20180614_000000.wav	nn09c_1095	1	
24124.2379	7.102999999	nn09c_20180614_000000.wav	nn09c_1096	1	
24128.5309	6.439	nn09c_20180614_000000.wav	nn09c_1097	1	
24216.8413	4.293000001	nn09c_20180614_000000.wav	nn09c_1098	1	
24227.4716	4.14	nn09c_20180614_000000.wav	nn09c_1099	1	
24414.5154	3.22	nn09c_20180614_000000.wav	nn09c_1100	1	
24466.7952	6.898999999	nn09c_20180614_000000.wav	nn09c_1101	1	
24480.2846	4.907	nn09c_20180614_000000.wav	nn09c_1102	1	
24491.0171	4.599	nn09c_20180614_000000.wav	nn09c_1103	1	
24590.4689	7.001	nn09c_20180614_000000.wav	nn09c_1104	1	
24626.8544	6.491	nn09c_20180614_000000.wav	nn09c_1105	1	
24667.124	3.27	nn09c_20180614_000000.wav	nn09c_1106	1	
24719.7895	5.416999999	nn09c_20180614_000000.wav	nn09c_1107	1	
24876.3824	5.928	nn09c_20180614_000000.wav	nn09c_1108	1	
25946.0486	4.957	nn09c_20190114_000000.wav	nn09c_1154	1	h
26121.3409	1.84	nn09c_20190114_000000.wav	nn09c_1155	1	
26154.0184	4.751999999	nn09c_20190114_000000.wav	nn09c_1156	1	h
26572.5092	4.651000001	nn09c_20190114_000000.wav	nn09c_1157	1	
26902.2419	2.555000001	nn09c_20190114_000000.wav	nn09c_1158	1	
